日期,空壓機,冷氣_15T_,冷氣_20T_,電梯,對面廠房鍋爐,對面廠房軋紙機,對面廠房浪紙機,五色印刷機,空壓機_2_,水箱印刷冷卻機,成形機2台,覆膜機兩台,自動軋紙機2,自動軋紙機3,隔壁間冷氣,裁紙機,UV_IR機,六色印刷機,冷氣機2台__第一台_,冷氣機2台__第二台_,T_10T冷氣機,四色機
0.0,182.329,170.097,0.0,11.069,0.0,0.0,0.0,470.784,145.532,7.575,0.053,161.771,391.663,32.023,40.524,1.807,421.811,657.169,0.0,0.0,26.368,316.016
0.0,157.729,114.567,0.0,8.077,0.0,0.0,0.0,284.393,97.572,5.571,0.004,119.975,307.492,24.845,29.764,2.984,259.267,554.287,3.399,0.003,20.072,216.085
0.0,167.763,1.204,0.0,4.092,0.0,0.0,0.0,0.0,0.0,0.0,0.045,24.493,266.121,26.557,30.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.357,0.0,1.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,230.045,158.101,0.001,11.543,0.0,0.0,0.0,538.809,151.835,6.28,0.011,188.489,457.092,45.843,40.496,7.613,400.256,878.493,0.0,0.0,37.553,216.24
0.0,209.128,132.336,0.0,12.48,0.0,0.0,0.0,377.817,119.107,6.351,0.004,153.976,442.912,61.424,34.493,7.417,397.228,629.907,0.0,0.003,17.821,220.504
0.0,0.0,1.277,0.0,1.239,0.0,0.0,0.0,0.0,5.373,0.0,0.0,6.723,0.0,0.0,0.0,0.0,0.0,1.888,0.0,0.0,0.0,0.0
0.0,209.377,118.852,0.0,8.111,0.0,0.0,0.0,563.511,146.308,83.647,0.036,179.784,443.265,67.233,41.7,5.668,451.467,811.363,0.0,0.0,24.408,285.083
0.0,239.641,95.935,0.0,9.423,0.0,0.0,0.0,293.196,114.148,32.384,0.139,144.363,506.448,81.697,42.192,10.477,338.443,585.848,0.0,0.005,9.4,205.849
0.0,173.955,0.477,0.0,5.415,0.0,0.0,0.0,0.0,0.0,0.0,1.153,5.721,298.012,56.911,30.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.835,0.0,1.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,243.591,126.121,0.0,11.725,0.0,0.0,0.303,509.664,149.4,37.495,79.976,179.516,453.103,36.199,53.221,13.371,425.123,840.512,0.0,0.0,20.105,416.477
0.0,244.331,126.549,0.0,10.372,0.0,0.563,0.312,359.927,153.044,54.251,69.616,184.665,472.213,60.44,52.297,5.633,503.969,865.372,0.0,0.0,31.54,348.417
0.0,244.221,111.223,0.0,12.343,0.0,0.2,0.305,656.567,127.181,36.763,61.412,163.057,461.403,49.571,52.577,12.885,443.772,602.347,0.0,11.297,19.952,255.252
0.0,255.251,131.172,0.0,11.965,0.0,0.211,3.033,533.761,139.715,35.245,82.731,177.249,453.841,30.511,52.279,18.545,451.231,742.401,0.0,0.0,19.933,324.559
0.0,246.371,73.441,0.0,10.513,0.0,0.0,0.079,458.363,125.017,18.204,82.904,163.313,449.299,42.283,41.6,4.616,279.029,531.687,0.0,0.0,12.665,431.916
0.0,146.855,1.281,0.0,3.304,0.0,0.0,0.0,0.0,0.0,0.0,34.021,19.365,208.064,41.167,7.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.359,0.0,1.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,212.951,88.775,0.0,11.073,0.0,0.041,0.0,783.208,152.321,43.424,42.901,185.161,399.975,62.329,14.94,0.676,512.587,825.057,0.0,0.0,25.523,339.659
0.0,212.872,133.027,0.0,9.521,0.0,0.003,0.431,495.391,138.284,25.755,45.727,174.443,412.101,56.276,54.119,9.433,576.132,755.904,0.0,0.001,19.356,264.823
0.0,231.975,96.004,0.0,12.291,0.0,0.047,0.456,553.98,123.86,42.807,27.06,156.491,459.525,66.324,49.489,9.12,678.663,733.733,0.0,0.0,26.88,502.492
0.0,280.021,110.136,0.0,11.127,0.0,0.067,0.063,618.22,145.751,24.435,24.692,180.144,520.829,35.039,53.392,6.765,465.839,715.884,0.0,0.001,17.695,348.805
0.0,247.396,77.376,0.0,10.843,0.0,0.207,0.441,478.848,139.808,32.077,0.283,179.529,474.907,71.821,42.169,1.577,403.256,690.34,0.0,0.0,22.32,279.635
0.0,110.257,1.584,0.0,2.704,0.0,0.0,0.0,0.0,0.0,0.0,1.597,13.916,156.421,8.005,31.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.577,0.0,1.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.577,2.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,212.951,88.775,0.0,11.073,0.0,0.041,0.0,783.208,152.321,43.424,42.901,185.161,399.975,62.329,14.94,0.676,512.587,825.057,0.0,0.0,25.523,339.659
0.0,212.872,133.027,0.0,9.521,0.0,0.003,0.431,495.391,138.284,25.755,45.727,174.443,412.101,56.276,54.119,9.433,576.132,755.904,0.0,0.001,19.356,264.823
0.0,231.975,96.004,0.0,12.291,0.0,0.047,0.456,553.98,123.86,42.807,27.06,156.491,459.525,66.324,49.489,9.12,678.663,733.733,0.0,0.0,26.88,502.492
0.0,280.021,110.136,0.0,11.127,0.0,0.067,0.063,618.22,145.751,24.435,24.692,180.144,520.829,35.039,53.392,6.765,465.839,715.884,0.0,0.001,17.695,348.805
0.0,247.396,77.376,0.0,10.843,0.0,0.207,0.441,478.848,139.808,32.077,0.283,179.529,474.907,71.821,42.169,1.577,403.256,690.34,0.0,0.0,22.32,279.635
0.0,110.257,1.584,0.0,2.704,0.0,0.0,0.0,0.0,0.0,0.0,1.597,13.916,156.421,8.005,31.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.577,0.0,1.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.577,2.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.001,0.0,0.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.001,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,211.253,86.617,0.0,12.085,0.0,0.087,0.216,490.979,116.745,26.741,80.049,146.873,418.357,76.441,52.987,1.18,356.985,688.383,0.0,0.0,21.625,319.857
0.0,217.072,110.817,0.0,12.567,0.0,0.0,0.0,539.989,150.759,30.601,67.307,180.595,434.539,61.156,52.996,1.956,479.187,834.659,0.0,0.0,26.437,312.685
0.0,219.587,95.947,0.0,11.048,0.0,0.019,0.375,493.484,117.763,15.955,54.452,143.872,424.581,67.932,49.685,5.737,367.373,722.004,0.0,0.0,23.217,292.341
0.0,213.796,85.249,0.0,10.013,0.0,0.596,0.568,413.037,127.151,30.575,56.581,156.843,417.104,76.412,42.035,9.312,368.601,599.761,0.0,0.0,17.804,292.191
0.0,239.143,93.633,0.0,10.02,0.0,0.0,0.044,419.665,128.913,26.401,56.32,165.639,473.516,78.196,41.601,13.149,387.473,646.92,0.0,0.0,24.227,351.136
0.0,158.637,37.959,0.0,9.948,0.0,0.0,0.0,479.812,119.391,26.748,57.384,148.963,329.963,64.973,29.885,8.688,389.768,560.812,0.0,0.0,14.344,0.0
0.0,0.0,1.307,0.0,1.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,177.305,110.843,0.0,9.047,0.0,0.0,0.0,578.488,188.976,27.291,20.044,224.141,367.049,59.763,29.401,4.939,576.179,837.207,0.0,0.0,36.815,216.104
0.0,196.189,94.103,0.0,11.167,0.0,0.104,0.0,503.652,292.384,15.225,0.119,338.547,361.92,43.703,26.476,5.496,387.951,530.069,0.0,0.0,1.393,273.023
0.0,220.003,118.068,0.0,7.857,0.0,0.0,0.0,325.455,232.115,23.112,0.2,280.849,419.324,52.495,41.463,5.313,298.0,680.359,1.973,0.0,8.724,257.353
0.0,192.123,93.301,0.0,7.452,0.0,0.0,0.0,523.308,129.923,17.867,0.255,165.225,379.915,57.361,31.389,3.177,393.5,623.269,0.0,0.003,10.075,257.808
0.0,236.597,103.861,0.0,9.22,0.0,0.0,0.0,407.755,132.788,25.179,0.203,172.809,457.787,67.301,40.939,8.801,380.393,652.189,0.0,9.817,22.479,256.965
0.0,0.0,1.408,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.387,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,248.356,115.857,0.0,7.685,0.0,0.0,0.0,411.435,130.972,27.321,0.239,162.861,503.909,85.517,41.509,8.992,342.893,701.867,0.0,0.001,24.612,328.787
0.0,242.74,74.875,0.0,12.204,0.0,0.0,0.0,419.103,118.4,22.887,7.44,144.055,457.956,51.333,38.923,2.895,267.125,447.477,0.0,0.0,20.911,294.057
0.0,238.781,127.945,0.0,11.661,0.0,0.0,0.0,538.673,164.56,30.292,49.48,193.507,416.103,31.759,40.071,4.417,403.496,521.137,0.0,0.0,9.689,281.097
0.0,245.913,64.565,0.001,10.759,0.0,0.0,0.02,622.593,152.467,90.532,51.031,184.075,457.68,75.852,39.948,7.685,378.767,510.839,3.881,23.424,9.399,213.041
0.0,211.576,145.68,0.0,10.977,0.0,0.0,0.161,369.333,167.768,34.915,52.32,198.868,405.325,64.084,41.071,9.613,412.931,826.741,0.0,0.0,27.516,181.624
0.0,0.0,1.04,0.0,1.499,0.0,0.0,0.0,0.0,38.129,0.0,0.0,40.115,0.0,0.0,0.0,0.0,0.0,16.459,0.0,0.0,0.0,0.0
0.0,0.0,0.989,0.0,1.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,220.044,86.469,0.0,11.737,0.0,0.0,0.492,663.044,138.077,28.296,37.459,169.464,402.572,38.199,42.129,7.193,411.221,527.495,0.0,0.004,4.364,283.94
0.0,239.617,64.116,0.0,10.064,0.0,0.0,0.1,454.297,83.227,0.0,0.852,104.979,450.047,41.639,42.128,5.821,222.501,101.112,0.0,0.0,0.0,377.197
0.0,241.531,68.711,0.0,7.987,0.0,0.0,0.377,441.325,91.261,0.0,0.019,115.395,437.177,46.045,39.852,10.108,160.536,69.717,0.0,0.003,0.0,310.113
0.0,232.841,54.371,0.0,7.32,0.0,0.0,0.0,545.091,117.887,0.0,51.077,147.525,446.941,54.247,48.68,13.456,205.987,88.969,3.325,31.008,0.0,393.515
0.0,21.917,1.457,0.0,1.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.471,0.0,1.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.491,0.0,1.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,251.312,83.34,0.0,10.589,0.0,0.021,0.053,387.636,111.196,12.393,48.863,139.167,501.767,58.509,46.416,2.547,105.604,103.596,8.531,76.568,0.057,411.359
0.0,236.659,45.66,0.0,8.639,0.0,0.02,0.0,499.277,97.447,0.0,1.155,122.835,408.401,41.167,37.871,2.845,153.189,83.339,0.0,107.139,0.0,414.9
0.0,240.341,63.353,0.0,10.033,0.0,0.0,0.116,645.305,157.437,107.553,69.449,188.531,470.113,68.555,52.472,8.723,401.572,704.827,0.0,100.103,22.675,279.736
0.0,206.187,67.429,0.0,6.769,0.0,0.0,0.025,439.069,124.971,64.868,37.699,151.204,369.112,41.904,37.331,3.009,393.219,664.104,0.0,13.584,12.493,313.041
0.0,181.492,111.441,0.0,8.339,0.0,0.0,0.0,323.16,117.992,23.071,3.707,139.445,365.513,54.369,30.397,2.635,328.952,754.624,0.0,0.001,25.688,289.673
0.0,0.0,1.412,0.0,1.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.076,0.0,0.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,176.581,159.259,0.0,11.829,0.0,0.0,0.0,403.421,148.433,25.853,27.608,173.315,401.703,55.833,30.389,3.905,338.585,914.425,0.0,15.996,25.775,231.717
0.0,175.147,130.227,0.0,9.395,0.0,0.0,0.0,474.061,124.736,22.719,6.601,152.192,327.925,34.828,28.429,8.473,310.516,542.468,0.0,65.256,33.316,264.989
0.0,213.511,170.88,0.0,9.939,0.0,0.0,0.0,467.545,127.617,22.757,0.175,152.597,402.872,40.14,40.331,6.181,439.585,691.604,3.505,74.384,33.701,286.207
0.0,246.448,192.327,0.0,8.163,0.0,0.0,0.0,575.827,138.644,38.988,0.183,166.791,466.351,51.733,38.333,6.305,426.085,696.673,4.327,100.519,57.869,244.751
0.0,240.988,197.465,0.0,8.521,0.096,0.0,0.065,440.857,145.061,27.619,0.209,178.045,484.155,77.676,41.021,6.627,666.192,884.916,3.015,63.807,72.66,383.256
0.0,0.0,0.98,0.0,1.475,0.0,0.0,0.0,38.541,118.867,0.0,0.0,123.973,0.0,0.0,0.0,0.0,43.061,38.903,13.836,0.0,0.0,0.0
0.0,0.0,0.987,0.0,1.312,0.0,0.0,0.0,4.167,9.328,0.0,0.0,9.689,0.0,0.0,0.0,0.0,3.796,3.403,0.0,0.0,0.0,0.0
0.0,244.932,78.967,0.0,10.133,0.177,0.713,0.603,370.003,136.633,20.816,0.244,163.724,458.267,65.112,37.38,5.263,303.644,587.507,0.133,0.267,6.637,268.156
0.0,240.865,99.363,0.0,9.297,0.0,0.021,0.0,360.849,124.819,0.0,0.143,151.568,461.46,84.923,41.823,5.3,292.588,546.812,0.0,0.0,17.348,267.264
0.0,241.86,84.6,0.0,9.017,0.128,0.0,0.383,374.16,125.336,0.0,0.064,150.325,463.496,81.912,40.675,15.399,313.935,571.932,0.0,0.003,10.588,255.925
0.0,235.696,100.549,0.0,8.595,1.111,0.0,1.227,359.295,121.379,9.271,0.075,145.608,443.944,75.905,42.029,1.307,349.213,736.883,0.0,0.0,29.116,296.867
0.0,222.692,84.951,0.0,8.973,0.976,1.544,0.096,534.52,160.844,22.621,0.04,188.916,389.015,37.215,41.335,8.06,692.236,818.901,0.0,0.0,15.725,260.816
0.0,0.0,6.971,0.0,1.439,0.0,0.0,0.0,34.735,82.761,0.0,0.0,88.908,0.0,0.0,0.0,0.0,24.243,80.683,0.0,0.0,1.131,0.0
0.0,0.0,1.621,0.0,1.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,222.901,125.195,0.0,10.119,0.023,0.265,0.391,325.729,120.904,5.869,0.092,151.469,439.115,48.32,42.443,4.461,258.303,567.993,2.371,0.001,15.339,260.633
0.0,199.376,211.181,0.0,12.787,0.0,0.0,0.207,392.724,169.984,18.291,41.24,201.801,371.213,30.564,46.188,8.068,565.712,940.352,0.0,44.959,58.765,338.792
0.0,217.448,195.033,0.0,9.584,0.029,0.023,0.0,358.456,133.619,47.055,26.701,165.313,473.659,55.541,54.581,4.459,353.505,716.449,3.413,80.703,104.968,330.209
0.0,241.613,221.769,0.0,9.268,0.0,0.0,0.0,530.157,135.249,41.205,29.551,169.985,570.668,24.785,85.479,2.541,419.127,813.816,29.295,122.401,155.235,531.756
0.0,238.568,165.295,0.0,9.247,0.128,1.68,0.197,297.327,120.943,23.591,74.919,153.264,471.781,0.395,66.419,7.685,322.261,747.971,2.977,69.591,89.448,318.076
0.0,0.0,1.683,0.0,1.472,0.067,0.0,0.055,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.609,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,241.159,116.188,0.0,10.113,0.32,0.019,0.093,398.411,145.427,4.875,75.212,172.892,419.816,0.599,53.071,5.095,484.4,766.847,0.0,0.0,24.568,230.703
0.0,244.844,106.824,0.0,11.777,4.897,0.04,0.491,501.939,131.525,31.512,146.211,156.62,471.168,65.843,52.976,5.755,455.84,668.076,0.0,0.0,19.117,295.388
0.0,247.737,112.919,0.0,9.416,3.924,0.607,1.215,408.497,115.367,33.671,93.245,142.928,480.089,37.536,50.088,4.163,352.587,637.692,0.0,0.0,18.532,346.465
0.0,0.0,2.057,0.0,1.249,0.0,0.0,0.0,6.147,47.332,0.0,0.0,49.763,0.0,0.0,0.0,0.0,3.721,19.451,0.0,0.0,0.0,0.0
0.0,0.0,1.883,0.0,0.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.009,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.189,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,244.2386667,139.5466667,0.0,7.632,0.968,0.018666667,4.284,435.2693333,119.4186667,4.032,50.44,150.332,449.1173333,45.692,48.67333333,3.076,347.128,641.1773333,0.0,0.0,16.632,216.072
0.0,224.6466667,242.0413333,0.0,9.298666667,1.385333333,0.0,0.133333333,404.4013333,143.6226667,26.63466667,5.790666667,179.5826667,441.98,55.03466667,40.748,6.588,414.7866667,933.26,3.0,40.472,105.416,258.7973333
0.0,204.68,156.7706667,0.0,7.350666667,0.0,0.0,0.0,507.4693333,117.2786667,20.39466667,7.229333333,151.4973333,449.2066667,46.43333333,40.40933333,3.305333333,369.676,567.9546667,5.385333333,90.356,98.80133333,178.14
0.0,243.5666667,211.544,0.0,7.892,0.732,0.016,0.950666667,497.3266667,143.836,8.14,1.037333333,176.7253333,495.512,39.18133333,40.31466667,4.624,405.536,742.7613333,6.710666667,104.7906667,92.9,274.992
0.0,212.0826667,216.6866667,0.0,11.76533333,5.473333333,0.0,0.230666667,390.896,138.1973333,31.52933333,0.862666667,163.7733333,486.532,83.22533333,41.37466667,12.528,322.2373333,776.692,4.517333333,104.6386667,114.0746667,271.224
0.0,0.0,1.513333333,0.0,1.584,0.0,0.0,0.0,0.0,24.10933333,47.53733333,0.0,25.54666667,0.0,0.0,0.0,0.0,0.0,10.15866667,0.0,0.0,0.0,0.0
0.0,0.0,1.749333333,0.0,1.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,245.396,134.8106667,0.0,13.03733333,0.385333333,0.0,0.0,396.5573333,134.8986667,15.41866667,4.717333333,163.4426667,506.708,51.36666667,39.42933333,13.48,321.2626667,594.9693333,61.10266667,13.15066667,29.28,439.9906667
0.0,224.5493333,164.5346667,0.0,10.15866667,0.276,0.021333333,0.376,366.9266667,118.304,35.42666667,6.073333333,150.3213333,548.42,72.508,74.564,9.305333333,521.7813333,663.0186667,4.593333333,92.12133333,31.38266667,226.7933333
0.0,240.0866667,168.1186667,0.0,11.72666667,0.024,0.0,0.153333333,455.3413333,145.144,35.90933333,23.63733333,176.1626667,575.516,68.03066667,44.66266667,5.134666667,500.024,758.3946667,26.352,120.828,64.09066667,311.6666667
0.0,234.8133333,90.00666667,0.0,12.38266667,0.086666667,0.001333333,0.42,459.6826667,162.0093333,76.2,28.86133333,191.4146667,545.8533333,75.20933333,41.31066667,2.850666667,150.812,169.036,21.34666667,223.9666667,13.76133333,343.0666667
0.0,227.964,53.42266667,0.0,11.98533333,0.0,0.0,0.0,626.1973333,93.968,79.236,22.948,119.332,546.0093333,61.068,59.04266667,2.941333333,177.3826667,126.1453333,24.90666667,271.3333333,2.314666667,274.8586667
0.0,0.0,1.24,0.0,1.238666667,0.0,0.0,0.0,2.081333333,1.730666667,0.0,0.0,1.781333333,0.0,0.0,0.0,0.030666667,1.52,1.341333333,0.206666667,5.202666667,0.0,0.0
0.0,0.0,1.065333333,0.0,1.226666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,225.257,50.68,0.0,8.017,0.031,0.0,0.0,849.651,99.276,3.628,85.921,126.415,560.34,39.285,89.464,3.489,486.823,249.495,147.467,280.519,0.0,328.553
0.0,188.509,80.135,0.0,10.156,0.0,0.0,0.109,922.344,119.647,1.101,33.613,145.236,463.089,31.691,70.675,5.867,543.065,282.109,168.268,333.723,0.0,268.637
0.0,231.436,69.305,0.0,9.387,0.0,0.0,1.084,614.68,93.871,0.0,22.909,121.616,562.989,8.556,69.705,4.955,220.228,68.867,94.231,265.008,0.0,488.635
0.0,90.813,26.367,0.0,4.559,0.0,0.0,0.0,386.663,53.492,0.0,16.236,62.348,193.297,9.655,21.972,6.813,142.752,72.713,13.72,152.479,0.0,195.36
0.0,242.621,60.719,0.0,8.599,0.0,0.0,0.0,889.839,115.393,0.0,29.048,138.868,550.929,53.355,63.447,16.933,310.335,155.869,25.928,266.635,13.868,329.563
0.0,36.951,8.417,0.0,1.259,0.0,0.0,0.0,150.136,14.583,0.0,0.0,24.309,42.529,0.0,0.0,0.0,54.452,20.079,1.451,42.716,0.0,0.0
0.0,0.0,1.409,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,224.957,67.169,0.0,10.46,0.0,0.0,0.1,730.868,100.476,0.088,25.419,124.711,491.353,27.496,67.144,17.304,267.736,126.553,60.629,177.285,0.0,394.004
0.0,229.429,80.967,0.0,10.028,0.0,0.0,0.0,868.923,110.176,0.0,30.792,128.328,516.941,59.532,67.809,13.133,323.175,138.956,19.732,237.597,0.0,362.193
0.0,251.621,63.981,0.0,8.883,0.0,0.0,0.0,764.971,106.583,0.02,72.961,130.697,533.663,34.763,70.095,5.581,239.944,142.317,36.295,281.837,0.0,390.345
0.0,0.0,1.487,0.0,1.793,0.0,0.0,0.0,2.057,1.78,0.0,0.0,4.488,0.0,0.0,0.0,0.0,1.649,3.133,0.201,5.021,0.0,0.0
0.0,236.215,58.988,0.0,11.867,0.0,0.0,0.0,925.579,106.428,50.895,40.212,127.091,582.515,71.963,69.977,11.275,426.909,221.544,136.465,228.771,78.323,322.393
0.0,0.0,3.336,0.0,1.331,0.0,0.0,0.0,78.408,49.843,54.964,0.0,53.288,0.0,0.0,0.0,0.0,40.9,78.428,25.383,72.193,0.0,0.0
0.0,0.0,1.02,0.0,0.947,0.0,0.0,0.0,0.0,0.38,0.637,0.0,0.439,0.0,0.0,0.0,0.0,0.0,0.563,0.0,0.0,0.0,0.0
0.0,249.795,165.789,247.044,11.228,0.163,0.0,0.0,335.68,138.333,83.917,0.073,171.124,613.189,72.32,71.453,2.641,314.207,598.199,71.517,144.245,149.583,269.027
0.0,249.243,208.301,352.788,9.725,0.509,0.0,4.331,573.852,142.357,101.313,0.056,175.141,633.612,62.316,66.916,5.885,385.599,767.877,113.401,191.129,154.137,364.92
0.0,220.015,73.016,0.0,10.42,0.188,0.0,3.041,454.559,125.843,92.741,29.343,161.441,574.939,83.875,62.669,7.297,332.085,636.421,37.009,128.955,109.075,250.228
0.0,219.397,147.061,251.271,9.769,0.0,0.0,0.08,521.587,144.427,104.377,47.245,181.255,595.801,69.571,70.792,5.033,446.391,783.06,100.949,151.933,163.268,270.727
0.0,241.787,158.655,353.052,9.201,0.545,0.025,1.261,520.703,154.583,111.751,14.805,192.157,602.943,55.197,75.532,7.413,357.977,729.809,97.94,144.56,151.039,392.283
0.0,0.0,1.169,0.0,1.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.107,0.0,1.336,0.0,0.0,0.0,24.633,28.212,0.0,0.0,30.228,0.0,0.0,0.0,0.0,7.592,0.0,0.0,31.732,0.0,0.0
0.0,238.2493333,90.568,0.0,9.274666667,0.258666667,0.204,0.366666667,257.1546667,115.4373333,87.12933333,0.242666667,150.2093333,511.9906667,54.08533333,56.88666667,2.198666667,306.0106667,515.9373333,49.164,89.824,50.23066667,267.0666667
0.0,244.0853333,137.1053333,0.0,10.47866667,0.0,0.201333333,0.0,480.9386667,170.7986667,143.1066667,18.76933333,207.1293333,587.9493333,71.45066667,70.95066667,1.736,506.164,983.4693333,87.03066667,119.1693333,192.744,300.6906667
0.0,222.212,125.2506667,347.8853333,10.31333333,0.0,0.228,0.850666667,489.088,147.1733333,98.54,84.06266667,179.3026667,554.0693333,65.18,78.94266667,5.869333333,552.6093333,599.4306667,69.924,210.384,106.452,250.4693333
0.0,213.44,136.1293333,247.224,10.06,0.178666667,0.0,1.105333333,324.328,143.5586667,107.8293333,61.308,173.5506667,539.464,43.48266667,73.988,11.424,265.3266667,569.5106667,58.04933333,187.5666667,134.432,271.6906667
0.0,207.884,179.1733333,246.9386667,6.502666667,0.393333333,8.372,9.177333333,104.876,128.0653333,52.79066667,1.388,158.0186667,449.564,52.128,35.52666667,15.836,202.8026667,513.248,0.001333333,161.632,126.652,124.4893333
0.0,0.0,58.98933333,0.0,1.129333333,0.0,0.0,0.0,0.0,28.944,0.0,0.0,30.45466667,0.002666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.478666667,0.0,1.042666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
